name,logFC,P.Value
FAM241A,0.453139873,0.126531432
RWDD3,0.482091906,0.126576302
AFF4,0.422505268,0.126620963
SNHG19,0.470662306,0.126762787
CBX6,0.299048418,0.126768293
CBR1,0.501641405,0.126791676
PPIG,0.633158864,0.126793495
CFAP206,0.643336108,0.12680212
GOLGA6C,1.877108005,0.12681732
POC1A,0.433940043,0.126882474
HAUS6,0.477865501,0.126904581
ASAP1-IT2,0.566860485,0.12691645
GOLGA7B,0.391482523,0.126963036
SPTLC3,0.505330657,0.126991995
SERPINA5,-0.944549544,0.127007479
GYG1,0.447418845,0.12704726
LOC107986453,-0.774186403,0.127052326
NDUFB5,0.583342358,0.127055211
OR51L1,0.72625487,0.127066518
CPLANE2,-0.36826668,0.127075303
MAST1,0.474657763,0.1271082
C6orf89,0.68845431,0.127125207
BZW1,0.579947664,0.127166469
RAB33A,0.751449624,0.127223382
RABL3,0.722570345,0.127239546
TFG,0.588159245,0.127298859
PRR13,0.444542597,0.127388915
ATAD1,0.725804223,0.127412766
SOD2,0.537942255,0.127434596
MCOLN2,0.9530488,0.127435476
MINDY4,0.520825738,0.12745343
RAMP2,-0.834982434,0.127454345
FAM161A,0.530197146,0.127514001
PSMC2,0.690711431,0.127542157
TRAPPC2,0.386377153,0.127560248
CYFIP1,0.464508476,0.12756186
FLJ20021,0.484944008,0.127565064
NIPAL3,0.374618284,0.127628764
CUTC,0.516609028,0.127634843
DTD2,0.566704496,0.127651333
TTLL7,0.505767903,0.127744464
MFNG,-0.571441383,0.127821643
CFLAR-AS1,0.612517414,0.127916777
ZNF574,0.341140994,0.127968006
C21orf62,-0.459512422,0.127994137
RN7SL275P,0.509432416,0.128018897
REV3L,0.453065346,0.128055137
LOC102724719,0.612625897,0.128082225
ELOVL6,0.715977578,0.12809079
USH1G,0.746736554,0.128098948
GADD45G,0.577327,0.128162561
MDGA1,-0.379012917,0.128203648
RARA,0.357779738,0.128206595
HEATR6,0.434530751,0.128265848
SEC24B,0.60431486,0.128274345
CDK8,0.4122095,0.128286764
P2RY10,0.83386942,0.12829719
ZNF670-ZNF695,0.455778346,0.128317072
C1D,0.68453746,0.128320154
IQANK1,0.651255722,0.128419253
LOC105374312,0.621188534,0.128463089
HNRNPUL2,0.480933726,0.128503772
CCDC91,0.48280945,0.128525873
RBPJ,0.590402695,0.128559309
ATP6V0A1,0.38046205,0.128591054
SLCO4A1,-0.587594159,0.128618911
OARD1,0.644915784,0.1286302
FAM184A,0.510676706,0.128674861
GPD1,0.870647327,0.128736615
ARPIN-AP3S2,0.415994938,0.128772557
CDC27,0.56966804,0.128786933
LINC02023,0.535299801,0.128790924
TMED3,0.432463443,0.128836864
CLTCL1,0.517767564,0.12884631
ARPIN,0.380081592,0.128857584
KCNH2,0.341597875,0.128966245
MRPS18C,0.531453559,0.12896654
MYH14,0.315233763,0.128970181
ITCH,0.505727739,0.129086975
CYP4F3,0.698761789,0.129108833
ARHGEF17,0.388861332,0.129135382
ZNF530,0.748055023,0.1291621
PANK3,0.569959564,0.12917642
LOC100419458,0.718385727,0.129182807
ASAH1,0.450233614,0.129226253
DOLPP1,0.343174932,0.129258733
ZNF354C,0.436301396,0.129314354
SLC10A5,0.849524064,0.129415787
BRIP1,0.534861496,0.129477457
BMS1P4-AGAP5,1.03470265,0.129491333
C2orf49,0.48269592,0.129524741
TTC39A,0.641405198,0.129631882
VANGL2,-0.478977104,0.129646712
MIR3681HG,0.800653523,0.129658484
CHRNB3,0.844175592,0.129692061
L1CAM-AS1,0.713132288,0.129699486
GOSR1,0.475167627,0.129741878
HSD17B7P2,0.612620421,0.129749317
MRPL14,0.526424476,0.12975148
GPR55,0.779589895,0.12984512
H3-2,0.475880709,0.129849247
MRPS17,0.392658163,0.129874
HEATR4,1.150690859,0.129882411
ZSWIM8,0.466646002,0.129898837
LRRC59,0.424197027,0.129963527
PACSIN2,0.381201206,0.129973349
NUDC,0.433930456,0.129990564
GINS1,0.638194984,0.1299907
RBM6,0.381017444,0.130025793
KIAA1614,0.379468426,0.130030648
GLMP,0.434742083,0.130037873
TTLL6,0.777673882,0.13006119
OR5A2,0.47072784,0.130078515
EIPR1,0.396742784,0.130116654
TEC,0.604385609,0.130122592
AAR2,0.384621707,0.13016451
ALAD,0.358881535,0.130173417
KRTCAP3,0.626515981,0.130179847
ZNF774,0.513178223,0.130249369
MROH7-TTC4,2.124614547,0.130301812
SP5,-0.69477293,0.130323712
PAQR4,0.407922481,0.130384137
TMOD2,0.468941642,0.130401283
RDX,0.482454318,0.130429692
EBPL,0.463680333,0.130438833
PIGBOS1,0.588136618,0.130553296
LOC105378721,-1.709946598,0.13062926
TTC41P,0.580600243,0.130633236
KCNS3,0.60460456,0.130639313
LINC01907,0.667403341,0.130645939
ALCAM,0.435639004,0.130754199
TSPAN5,0.560739829,0.130774928
LOC728485,0.452987472,0.130796113
ASPG,-1.102325142,0.13080064
KAT2A,0.363766431,0.130834651
DNASE2,0.408749286,0.130847807
CHMP1A,0.342376706,0.13086238
LOC100420981,0.6150709,0.130894863
SRRT,0.357065944,0.130926965
NDUFC1,0.51884237,0.130930844
ND3,-1.296160254,0.130988762
POLD2,0.420777903,0.131024771
GUF1,0.490984808,0.131081482
RNH1,0.301708417,0.13108421
MED15,0.334311029,0.131103722
UPRT,0.586080176,0.131110459
GPR135,0.444759976,0.131131225
ZCWPW2,0.589669785,0.131164114
CLCN2,0.461715654,0.131172592
SERGEF,0.527093495,0.13119426
PCNX3,0.426551749,0.131233027
RN7SL526P,0.584202106,0.131277249
PDZD9,0.705128272,0.131288125
TRMT12,0.485988076,0.131293459
LINC00665,0.539396645,0.131309112
GFI1,0.729025166,0.131318493
LOC283335,0.376149344,0.131335434
GOLGA8R,0.600895438,0.131353452
MMP14,-0.477500282,0.13141658
HSPA1L,-0.881228454,0.131461888
BHLHB9,0.50501001,0.131482869
LOC100506725,0.591345199,0.131546528
SELENOS,0.419595516,0.131564069
PGR,-0.857579472,0.131594097
EFNA5,0.528026934,0.131650748
KCNC4,0.413037279,0.131706952
USP44,0.785980827,0.131737245
SCLY,0.351509311,0.131784355
MARCHF9,0.317964526,0.131799113
RBM43,0.556298577,0.131810817
C11orf1,0.534597069,0.131823857
GUSBP1,0.927217822,0.131829325
TRIM22,0.32284274,0.131832868
GLCCI1,0.683062634,0.131839535
ZDHHC1,0.550509975,0.131863379
HHIPL1,0.720551172,0.131896583
GRB14,0.793739597,0.131919375
OSTM1,0.336153883,0.131934754
ABI3BP,0.636571422,0.131950835
C16orf72,0.412327889,0.13196329
TAS2R5,0.658055335,0.132084577
SYNJ2,0.398092488,0.13209384
RBMS2,-0.575919718,0.132143103
PDXDC2P-NPIPB14P,0.540876459,0.132152063
RPL7L1P10,0.813349416,0.132223456
SYT14,0.653624129,0.13225425
RRAS,-0.484370203,0.132261647
CA7,0.493264617,0.132264648
ZSCAN5A,0.507232666,0.132272522
QRSL1,0.558403123,0.132301293
PIFO,0.737794674,0.132312604
DKK2,0.65318463,0.13233708
ANTXR1,0.569980421,0.132349795
SF3B5,0.466716848,0.132350611
PAX8,0.991531104,0.132398986
TXNDC17,0.594437593,0.132415211
COMMD5,0.369056812,0.132418538
ADAM28,0.842666689,0.132452059
LRRC10,0.726671913,0.132500369
USP32,0.500750604,0.132534508
DNAJB12,0.382184945,0.132545447
FGF11,-0.443856011,0.132545828
C4orf36,0.455692924,0.132576711
ARHGEF1,0.350001131,0.132586253
PKD1L1,0.693925489,0.132609975
MEF2C-AS1,0.588025754,0.132619026
KIAA0586,0.535352555,0.132662401
MRPS5,0.493528115,0.132734695
TBXAS1,0.452221478,0.132806255
HLA-L,1.322194821,0.132810738
NUCB1,0.357981566,0.132829707
MPZ,0.683066628,0.132833241
MTX2,0.534207031,0.132875886
KIF3A,0.503714316,0.132886788
RNF170,0.447513091,0.132921829
CNEP1R1,0.819701471,0.132932033
CCDC25,0.476988638,0.132932974
POLR2I,0.492547522,0.132958371
C1orf35,0.400812624,0.132994283
ELOF1,0.380761592,0.133023143
TTC28-AS1,0.450627523,0.133035708
GSDMB,0.532324645,0.133089534
SLC12A5-AS1,-0.790116331,0.133145724
DCUN1D1,0.526132312,0.133162879
SMARCE1,0.476654568,0.133166385
PPA1,0.59636179,0.133190738
ITGAE,0.581901514,0.133194015
LINC02693,0.441978324,0.133205861
LOC100268168,0.567089622,0.133211382
HAS3,0.595140305,0.133229675
RN7SL800P,0.681131652,0.133288742
NCOR1,0.371470553,0.133321097
KCNC2,0.442970945,0.133391804
SULT1A3,0.519641576,0.13339961
EIF2D,0.425868316,0.133524859
IKZF2,0.52735241,0.133590922
IGBP1,0.466157252,0.133598873
CFAP161,0.652768874,0.133620531
PRELID2,0.553415247,0.133634265
NUDT14,0.322851932,0.133638718
HIGD1A,0.66242067,0.133678271
KANSL2,0.853167051,0.13370433
CPOX,0.435319746,0.133708991
TPI1,0.500774117,0.133749552
ZNF564,0.396621059,0.133752489
PHF11,0.553522275,0.133755337
NETO1-DT,0.530536324,0.133779936
PABPC5,0.681168038,0.133785916
SLC39A9,0.547047347,0.133805484
SPINK9,0.493168642,0.133845126
AGO2,0.410185833,0.133846308
MS4A4E,0.39086859,0.133857449
ZFYVE1,0.381628493,0.133869068
GRAMD4,0.323960272,0.133877354
PHLPP2,0.453828971,0.133884458
TLE5,0.307808686,0.133989276
MSH5,0.666431633,0.1340129
ZNF605,0.489915735,0.134032422
LINC01449,0.523185332,0.134048483
CYP1A2,0.553434531,0.134056416
PRMT3,0.425742832,0.134067484
TMEM39A,0.620882594,0.134113046
CUTALP,0.742478538,0.134133906
CUEDC1,0.396949438,0.134190828
PRPF18,0.539584106,0.134234843
MINCR,0.601214923,0.134299368
FDX2,0.368907523,0.134361034
GRHPR,0.341874407,0.134366529
SLC25A6P4,0.676308661,0.134366605
FAM187A,0.552864193,0.134379127
PARPBP,0.693343908,0.134397475
MRPL53,0.397223587,0.13447664
PGD,0.419843214,0.134478004
USP45,0.431173576,0.134478171
GOLGB1,0.468326661,0.134486386
MACIR,0.451131041,0.134526494
ISCA2,0.332015344,0.134597528
CAPN10-DT,0.542347158,0.134644152
ACOT1,0.690465679,0.134650403
EIF4E2,0.462493023,0.134717572
SLC35E1,0.348650072,0.134757808
GORASP2,0.428584108,0.134771045
HUWE1,0.374812287,0.134847155
PABIR3,0.374460617,0.134867665
NXPE3,0.46141109,0.134877564
ENTR1,0.400125938,0.13489185
F11,0.745507422,0.134939227
LINC01238,0.796269717,0.134979245
WDR44,0.583866293,0.134984237
NR3C1,0.456669368,0.134997475
CCT2,0.549249957,0.135008129
GFER,0.324938441,0.135057945
NFATC4,-0.388248002,0.135132014
FBXW2,0.478622531,0.135145775
PLA2G2C,0.792599049,0.135157581
DUOXA1,0.689646937,0.13518738
KIF2A,0.513355702,0.13523426
SFR1,0.957293442,0.135253607
AFMID,0.465112616,0.135262705
ZNF438,0.466269108,0.135319569
ATG3,0.427811263,0.135328907
ALMS1P1,0.510656082,0.135364589
BARD1,0.427904957,0.135415042
TIMM13,0.338770531,0.13551712
HSDL1,0.491754317,0.135526045
COMMD10,0.644423531,0.135529032
WDFY4,0.457600714,0.135532303
INPP5K,0.399970457,0.135560677
INTS6L,0.521614879,0.135602531
ZER1,0.34863695,0.13563339
NEXMIF,0.743436406,0.135644683
ENPP7P8,0.992671589,0.135765947
NELFCD,0.400174849,0.135798331
KLHL22,0.420671451,0.135852798
CD9,0.57398967,0.135933124
ADAD2,0.743638353,0.135940584
CDH1,0.538391575,0.135952141
HSD11B1,0.827781849,0.135966235
CSNK1D,0.286582351,0.136036293
ZNF749,0.445510781,0.13604797
AATBC,0.711489112,0.136053055
ARRDC1,0.328397524,0.13606369
DBIL5P2,0.764862436,0.136069864
RBCK1,0.428371282,0.136082666
NTPCR,0.516975437,0.136087987
CDC20B,0.513694011,0.136100492
PER3,0.373857153,0.136142415
UPB1,0.506308004,0.13623035
GET3,0.435514336,0.136267314
ZNF19,0.447652131,0.136275414
GPR160,0.594494751,0.136290664
SCAF4,0.453513875,0.136300652
RCC1L,0.312030361,0.136305474
CLASRP,0.402777746,0.136391021
SLC10A7,0.750150097,0.136471735
LOC101930090,-0.797367446,0.136490981
SLC22A7,0.68689869,0.13658156
DARS1,0.546274446,0.136593489
MFSD10,0.324841434,0.136611971
RAB6A,0.34663065,0.13664225
ZNF182,0.690398452,0.136675691
NCOA3,0.473679379,0.136696844
LOC101929823,0.761431033,0.13672943
MAGEE2,0.827739232,0.136775593
RNA5-8SN5,-0.600464528,0.136794086
RNA5-8SN3,-0.600464528,0.136794086
RNA5-8SN4,-0.600464528,0.136794086
RNA5-8SP10,-0.600464528,0.136794086
RNA5-8SN1,-0.600464528,0.136794086
RNA5-8SN2,-0.600464528,0.136794086
LINC01761,0.484587393,0.136795762
ZC3H11A,0.484970085,0.136809285
VAPB,0.513738523,0.136819829
RNF217-AS1,0.603024366,0.13685619
C2orf92,0.564447913,0.136893279
TINCR,0.460528643,0.136970709
ERG28,0.450526475,0.13697407
USP24,0.531510298,0.136982003
MFSD11,0.448204306,0.13700545
TOP1,0.466453365,0.137186974
AIRE,0.52040391,0.137354001
ZBTB26,0.552842734,0.137443184
SCAND1,0.615174429,0.13745114
RBBP4,0.432720339,0.137453218
GCLC,0.415863526,0.13752253
CUEDC2,0.347563942,0.137535269
DLEU1,0.493305353,0.137621714
UBE2Z,0.393599182,0.137649365
SOGA1,0.326679521,0.137688702
SALRNA3,0.596054044,0.137727151
GGNBP1,0.756734348,0.137769554
MIDEAS,0.353400015,0.137770961
RRP36,0.450686941,0.137778168
LLPH,0.493097549,0.137796318
RGS5,0.691646805,0.137798908
LINS1,0.555799848,0.137812153
FTCD,0.590797218,0.137879016
DDX17,0.47251427,0.137974846
MKRN3,0.51583536,0.138067426
FRMD4B,0.488928958,0.138090156
SLC25A21,0.546884508,0.138125099
FNIP1,0.487231105,0.138141907
DCTN3,0.456054821,0.138146796
KDM7A-DT,0.416825019,0.13817496
SLC8A1-AS1,0.593125151,0.138176108
RPL19P6,0.59408626,0.138251871
PIGH,0.378278753,0.13827559
ZMYND19,0.387009141,0.138342935
LINC01913,0.569727097,0.138418555
LINC02042,0.576833853,0.138544469
FAM189A1,0.790256651,0.138553143
JMJD7-PLA2G4B,0.410483879,0.138567619
VPS13D,0.482747902,0.138604731
TCAF2,0.518416374,0.138649529
POLB,0.503733238,0.13866586
MRPS33,0.431936139,0.138666675
DBH,0.579594684,0.13868018
ZNF814,0.374526649,0.138695197
ZBTB4,0.271728356,0.138723086
POLR2D,0.330895432,0.138791755
EPB41L2,0.464445367,0.138796598
PAXBP1,0.513425976,0.138803828
ZNF485,0.555053575,0.13884592
RAB30,0.464729651,0.138852754
BTN2A2,0.499488242,0.138949166
TCOF1,0.318290551,0.139078074
WNK4,-0.732310345,0.139097508
AK2,0.417230942,0.139113053
UGP2,0.429697402,0.13913732
BAP1,0.316056037,0.139215385
DLGAP1-AS5,0.683952526,0.139237711
SMIM26,0.669365691,0.139318146
BOLA2,0.392109099,0.139507548
MARCKS,0.275571398,0.139570398
CAVIN1,-0.40849205,0.139588443
TSC22D2,0.526690656,0.13960253
RPL12,0.543366694,0.139611718
SPI1,0.619624684,0.139621263
PLXDC1,0.41564026,0.139672815
LTO1,0.382228574,0.13967907
GASK1B,0.680136055,0.139700853
WIF1,0.946410261,0.139751692
PRICKLE2,0.413303487,0.139804467
IGFBPL1,0.620375657,0.139870515
MAP3K7,0.52923068,0.139885204
POLR2K,0.78601297,0.139937984
WDR5B,0.554431392,0.139959509
MICOS10,0.498718424,0.13998325
USP18,0.419828679,0.140085928
LOC100506474,0.467679939,0.140108257
SMARCD1,0.477190149,0.14017331
MACC1,0.636639839,0.140183122
TIMM10B,0.474234143,0.140248486
PDE4B,0.625924413,0.14025071
PDE8A,0.498410128,0.140271431
KCNMA1,0.448064192,0.140279286
ARRDC1-AS1,0.319171906,0.140281643
CAPRIN1,0.388230306,0.140365218
RAB33B,0.434818156,0.140394768
CDKN2A,0.57415355,0.140410288
MTHFD2L,0.590171102,0.140433472
LRRC9,0.843541797,0.140461152
MSANTD3,0.475699219,0.140494719
WDR20,0.436524643,0.140494826
MSRB2,0.401055654,0.140508987
RNF222,0.62470639,0.140520287
CLVS1,0.664750002,0.140588957
FAM50B,0.392820777,0.140605995
CX3CR1,4.651890279,0.140616608
RBX1,0.59028403,0.140661916
LINC01347,0.64157063,0.140662672
TEF,0.346723541,0.140692646
RN7SL744P,0.581370003,0.140729416
GBE1,0.681294194,0.140763572
GNPDA1,0.506722844,0.140781355
GEMIN4,0.324225661,0.14079375
RNF43,0.509923886,0.140812035
NUCB2,0.379511825,0.140839457
KLHL12,0.488371416,0.140858696
BCL6B,-0.708415368,0.140865825
NUTM2B,-0.698810815,0.14087873
PAICS,0.449571871,0.140906996
IDH2,0.785748543,0.140942677
MSRA,0.502544862,0.140976568
TAF5L,0.689312763,0.141029676
RXRA,-0.329747378,0.141041788
DYNLT3,0.609528041,0.141056978
MMRN2,-0.502936436,0.14109891
C2orf42,0.396174065,0.141123372
GHDC,0.338176785,0.141146886
VWA7,2.643110694,0.141152384
ACADM,0.693601273,0.141219701
AHCYL1,0.498032273,0.14123938
ZNF480,0.509887881,0.141252662
PRKRA,0.549206597,0.141287693
JRKL,0.488426198,0.141314297
AGA,0.838234726,0.14132185
ENTPD3-AS1,0.471715953,0.141329257
LSP1P5,0.564007717,0.141338522
SRRM2,0.34473888,0.14134688
DDX6,0.445100295,0.141350986
SLC12A1,0.928133461,0.141453039
ZNF331,0.47587648,0.141473105
ARHGEF7,0.453963371,0.141495858
LAP3,0.472495253,0.141546928
LINC00221,0.495517948,0.14155629
LRRC3,-0.494994072,0.141619122
PLAU,0.564797031,0.141621059
KIF19,0.523100164,0.141629399
SREK1IP1,0.461954531,0.141663326
LINC00463,0.757809016,0.141736737
PI4KAP2,0.410033552,0.141741567
TMCO1,0.546649434,0.141790077
PRKG1,0.459871075,0.14181001
TUFM,0.413468543,0.141846257
TBC1D25,0.337849818,0.141888025
NIPBL-DT,0.411813333,0.141889095
LINC00205,0.367184814,0.141913526
PLD5,0.702388485,0.141947203
RTN4,0.445820258,0.14198432
ZNF439,0.458009586,0.142015237
TRIP12,0.424249139,0.142033067
HNRNPU,0.382544904,0.142082201
FLJ22447,0.472582625,0.142131319
ECEL1P2,0.723183891,0.142138078
FSTL3,0.382107931,0.142165733
DLG1,0.461849535,0.142186718
FGD5,-0.386662052,0.142213802
ARRDC4,0.463559203,0.142292938
C5orf64,0.467072007,0.142397913
PLA2G6,0.380932393,0.142424026
BROX,0.517160421,0.142474552
GGA1,0.348211007,0.1425069
SLC30A4,0.401683201,0.14257057
AASS,0.59057952,0.14259717
MARCKSL1,0.335997848,0.142627047
RFNG,0.328190172,0.142635866
UCKL1,0.356039415,0.142654303
MARS2,0.469863617,0.142691677
RUBCNL,0.758924804,0.142768175
RPP14,0.427515603,0.142773492
COLCA2,0.424999168,0.142775505
LOC100533848,0.597314546,0.142777916
ZNF823,0.508704859,0.142811375
RPL36A,0.761958241,0.142824431
MRGPRF,-0.425507306,0.142914273
HAUS5,0.441961803,0.142944605
FANCD2,1.312422025,0.142988292
GRSF1,0.478007492,0.142994831
ALDH1L1-AS2,0.505391513,0.143042947
KLHL6-AS1,0.656205203,0.14305965
LINC00964,0.651643935,0.143063902
PHYH,0.460059043,0.143092901
SHISA4,0.466347224,0.143133725
UEVLD,0.419184285,0.1431477
LOC107985075,0.66490144,0.143190053
ABCD2,0.659848494,0.143207098
RPL4,0.369041016,0.143258073
SUMO2,0.463579264,0.143261067
WDR72,0.721979129,0.143313471
HNRNPCP6,0.542846476,0.143325139
TOX3,0.690740082,0.143327831
ERC1,0.400738485,0.14333425
VILL,0.448769099,0.143361393
KCNK1,0.559229625,0.143371581
NUDT9,0.488139905,0.143518288
ZNF493,0.51819628,0.143554882
CARM1,0.418679545,0.143569149
GCSAML,0.65585958,0.143595555
DAAM2-AS1,0.772577104,0.143601042
HNRNPA2B1,0.546049899,0.143660294
CCDC51,0.395336137,0.143716153
ANGPTL4,0.609664447,0.143724599
TGOLN2,0.359563249,0.143727104
RNF19B,0.786007978,0.143737725
MRLN,0.717795315,0.143793176
ITGB3BP,0.319728235,0.143802642
EMC2,0.621233929,0.143836681
LOC100507389,0.659291025,0.143846872
MGC27382,0.579204147,0.143853526
SOAT1,0.454733893,0.14392242
FAM20B,0.387970043,0.143925276
NUDT13,0.795790889,0.143945199
PUS10,0.473576753,0.143957571
BRCC3,1.111703629,0.143984984
SLC26A4,0.695561315,0.144021675
SMC1A,0.366231139,0.144051912
UCP3,0.528729612,0.144063729
TMEM213,0.498919271,0.144100417
CENPE,0.78968575,0.144137263
GIGYF2,0.340564119,0.144173585
MTDH,0.355849696,0.144181326
NFAT5,0.427376221,0.144189473
SMNDC1,0.504903836,0.144203091
AQP6,-0.428817683,0.144272363
ZSCAN22,0.384518848,0.144280546
PNMA1,0.393871539,0.144281055
EPAS1,-0.465744973,0.144336927
FCGR2A,0.596527015,0.144345019
TSNAX-DISC1,0.863113897,0.144433757
C2orf83,0.836019366,0.144528
SNTN,0.663300486,0.14452991
SEC14L4,0.617884833,0.144532036
SEC63,0.509640204,0.1446068
RFK,0.481023851,0.144607973
KDM2A,0.349338686,0.144609331
CEPT1,0.601321378,0.144705122
NSUN4,0.501999673,0.144736931
COQ2,0.650822235,0.144747365
ZBED6CL,0.593942533,0.1448127
ARHGAP11B,-0.707543808,0.144852192
CNDP1,0.697592928,0.144853108
GNAO1,0.327795315,0.144874031
PRR18,0.494828513,0.14488026
SLC8B1,0.331550637,0.144915299
PHACTR2,0.443080889,0.144946467
LINC02263,0.611526411,0.144951899
TAF7,0.522601497,0.144957264
TOR3A,0.272246698,0.144966341
BCL10,0.47529125,0.144989937
CCDC28B,0.485983589,0.144993681
AS3MT,0.49000923,0.145009759
HTRA2,0.44130048,0.145312269
SLC6A16,-0.610414245,0.145393648
RPL13AP11,0.496008747,0.145418471
DCLRE1B,0.448481616,0.145481603
INSIG2,0.557722066,0.145513881
MORC2-AS1,0.803246398,0.145538715
CSNK1E,0.284793995,0.145554516
RFX7,1.709511659,0.145610332
OR10K1,0.466691368,0.145666868
LRRC10B,0.396581638,0.14566965
HRG,0.683092539,0.145778314
RGPD5,0.48800872,0.145849476
AKR7L,0.642629317,0.145865774
PCNP,0.571489898,0.145945344
TFRC,0.622657197,0.14596415
NBPF26,0.747372374,0.145993923
ABHD10,0.557099897,0.146006058
SETDB2,0.387872579,0.146038209
SPHK1,0.479880303,0.146056807
ACD,0.34772389,0.146074348
SIGLEC15,0.588600929,0.146079135
HERC3,0.571154968,0.146086446
ACLY,0.395341256,0.14610043
CAPN9,0.665466271,0.146117269
STK16,0.400507907,0.146126218
ZNF407,0.590786979,0.146127453
ADAR,0.424734221,0.146128479
NCEH1,0.663762069,0.146157515
LOC100130111,0.593968259,0.146218644
LOC100507156,0.544081203,0.146228087
IL2RB,0.759732787,0.14625123
LOC100419170,0.511691104,0.146357397
LINC01554,0.590806746,0.146373099
SLC11A1,0.577525082,0.146404119
SFRP1,0.513490654,0.146427977
HNMT,0.480401517,0.146431973
HECW1-IT1,0.939021521,0.146432596
SHQ1,0.624661471,0.146493366
INSM2,0.580641475,0.146503357
SMPDL3A,0.590532887,0.146514694
LOC102724250,0.414265694,0.146516942
TMEM160,0.407896641,0.146521345
GNE,0.579386138,0.146549664
PPP1R37,0.307642615,0.146573145
TSPAN11,-0.406812996,0.146575865
SAR1A,0.566583578,0.146587901
PPM1A,0.554065732,0.146593699
IFNAR2,0.342367484,0.146658632
